id,name,class,governorate,area,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4,lat,lon
2714,Pharma Plus - Haram,,Giza,Mohandessin,9,23,4,2025-07-09,0,1125,30.059651,31.207315
2715,El Shifa Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-24,0,3433,30.057337,31.195087
2716,Elite Pharmacy,,Giza,Mohandessin,8,23,4,2024-12-13,1,1274,30.051188,31.201243
2717,Angel Pharmacy,,Giza,Mohandessin,8,23,4,2025-03-07,0,5431,30.066254,31.192208
2718,El Nasr Pharmacy,,Giza,Mohandessin,10,23,4,2024-12-04,0,7732,30.058237,31.190622
2719,El Shifa Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-05-03,0,1708,30.053111,31.204756
2720,Elite Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-01-25,0,9525,30.056172,31.196476
2721,Life Line Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2024-09-03,0,8870,30.062258,31.191941
2722,Mira Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-02-27,0,5150,30.05444,31.198959
2723,Misr Pharmacy - Dokki,,Giza,Mohandessin,9,23,4,2024-10-31,0,6299,30.06357,31.198271
2724,Care 24 Seven,,Giza,Mohandessin,9,23,4,2024-09-21,2,2116,30.055109,31.200816
2725,El Baraka Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-16,0,3187,30.064173,31.196258
2726,Better Life Pharmacy - Agami,,Giza,Mohandessin,8,23,4,2024-09-28,0,4912,30.051794,31.197572
2727,Angel Pharmacy - Smouha,,Giza,Mohandessin,9,23,4,2024-12-27,0,9653,30.058447,31.202341
2728,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-11-12,0,2817,30.056476,31.191053
2729,Al Nozha Pharmacy,,Giza,Mohandessin,8,2,4,2024-10-12,0,3898,30.063868,31.201436
2730,Better Life Pharmacy - Obour,,Giza,Mohandessin,9,2,4,2024-10-31,0,7120,30.058775,31.189528
2731,El Shifa Pharmacy,,Giza,Mohandessin,8,23,4,2025-07-25,0,2607,30.049027,31.201774
2732,Health Gate Pharmacy,,Giza,Mohandessin,9,2,4,2025-06-14,2,5483,30.064904,31.200095
2733,Union Pharm - Marg,,Giza,Mohandessin,9,23,4,2025-05-14,0,8967,30.052922,31.196648
2734,Life Line Pharmacy - Maadi,,Giza,Mohandessin,9,1,4,2025-09-03,0,1487,30.058446,31.206739
2735,Elite Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-09-14,0,5049,30.056948,31.193691
2736,El Faraby Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-10-11,0,4523,30.050637,31.200202
2737,Health Gate Pharmacy,,Giza,Mohandessin,9,1,4,2024-11-23,0,3278,30.062868,31.193143
2738,Omega Pharmacy - Helwan,,Giza,Mohandessin,8,1,4,2024-09-26,1,2016,30.057183,31.191702
2739,Pharma Plus - Dokki,,Giza,Mohandessin,9,23,4,2024-11-19,0,9731,30.053151,31.205391
2740,Ebn Sina Pharmacy - Smouha,,Giza,Mohandessin,9,23,4,2025-07-02,1,4224,30.057272,31.196186
2741,Sunrise Pharmacy,,Giza,Mohandessin,8,23,4,2024-09-23,0,9761,30.06137,31.191762
2742,Mira Pharmacy - Faisal,,Giza,Mohandessin,10,23,4,2025-08-08,0,7437,30.053944,31.200924
2743,Dr Medhat Pharmacy - Shubra,,Giza,Mohandessin,8,23,4,2024-09-25,0,4782,30.061215,31.199529
2744,Mira Pharmacy,,Giza,Mohandessin,10,2,4,2025-03-02,0,4629,30.056229,31.200686
2745,Mira Pharmacy - Rehab View,,Giza,Mohandessin,10,23,4,2025-07-29,1,1169,30.061093,31.194866
2746,Union Pharm - Mohandessin,,Giza,Mohandessin,8,23,4,2025-03-22,0,1732,30.052084,31.19642
2747,Al Nozha Pharmacy,,Giza,Mohandessin,9,23,4,2025-04-26,0,3249,30.059668,31.201774
2748,El Nasr Pharmacy - Oct City,,Giza,Mohandessin,8,23,4,2024-12-03,0,1611,30.055447,31.194566
2749,Star Care Pharmacy - Montaza,,Giza,Mohandessin,8,23,4,2024-12-10,0,9566,30.060953,31.199853
2750,Al Nozha Pharmacy,,Giza,Mohandessin,8,23,4,2025-01-01,0,1641,30.057689,31.188888
2751,Star Care Pharmacy - Marg,,Giza,Mohandessin,10,1,4,2025-07-25,0,7314,30.051822,31.202127
2752,Nile Care Pharmacy - Montaza,,Giza,Mohandessin,9,23,4,2025-03-14,0,2393,30.064187,31.199394
2753,Union Pharm - Mohandessin,,Giza,Mohandessin,9,23,4,2025-02-11,0,4542,30.05262,31.193139
2754,Mira Pharmacy - Oct City,,Giza,Mohandessin,9,23,4,2024-12-03,0,8577,30.059109,31.207286
2755,City Care Pharmacy,,Giza,Mohandessin,9,2,4,2024-09-12,0,8448,30.054475,31.196893
2756,Care 24 Seven - Agami,,Giza,Mohandessin,9,23,4,2024-12-05,0,1038,30.051956,31.199096
2757,Blue Wave Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-11-21,0,3055,30.064717,31.19557
2758,El Hokama Pharmacy,,Giza,Mohandessin,8,1,4,2024-09-08,2,2864,30.057985,31.192779
2759,Care 24 Seven,,Giza,Mohandessin,10,1,4,2025-07-17,0,5810,30.052976,31.204482
2760,Ebn Sina Pharmacy - Square,,Giza,Mohandessin,9,1,4,2024-11-14,2,2792,30.058225,31.196091
2761,Family Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-03-14,0,7845,30.061684,31.193632
2762,Sunrise Pharmacy,,Giza,Mohandessin,9,23,4,2024-12-28,0,6817,30.054133,31.19794
2763,Al Amal Pharmacy,,Giza,Mohandessin,9,23,4,2025-07-17,0,5426,30.060125,31.196208
2764,Care 24 Seven - Maadi,,Giza,Mohandessin,9,23,4,2024-09-29,0,8093,30.058021,31.200055
2765,Green Leaf Pharmacy - Dokki,,Giza,Mohandessin,9,1,4,2024-12-27,0,8546,30.061858,31.19543
2766,Omega Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-12-08,0,7547,30.053502,31.198244
2767,Angel Pharmacy,,Giza,Mohandessin,9,1,4,2025-07-23,0,8120,30.06009,31.203441
2768,Salamtek Pharmacy - Helwan,,Giza,Mohandessin,8,23,4,2025-03-17,0,4361,30.057167,31.191586
2769,Green Leaf Pharmacy,,Giza,Mohandessin,10,23,4,2025-02-12,0,1311,30.063918,31.201579
2770,Family Pharmacy - Imbaba,,Giza,Mohandessin,10,23,4,2024-11-19,0,5496,30.056741,31.1903
2771,El Hokama Pharmacy - Montaza,,Giza,Mohandessin,9,23,4,2025-06-09,0,7254,30.048982,31.200939
2772,Omega Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-09,0,5619,30.063545,31.197606
2773,El Zahraa Pharmacy,,Giza,Mohandessin,10,23,4,2025-02-02,0,8367,30.053659,31.192127
2774,Metro Pharmacy - Obour,,Giza,Mohandessin,8,23,4,2025-06-24,0,3591,30.059796,31.205838
2775,Salamtek Pharmacy,,Giza,Mohandessin,9,23,4,2025-06-13,0,9500,30.056573,31.195628
2776,Omega Pharmacy - Square,,Giza,Mohandessin,8,23,4,2025-09-04,0,3463,30.050235,31.199543
2777,Ebn Sina Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-08-21,0,5689,30.066142,31.193313
2778,Omega Pharmacy - Rehab View,,Giza,Mohandessin,10,23,4,2025-05-25,0,6476,30.056896,31.189652
2779,Silver Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2025-08-28,0,4404,30.055237,31.206578
2780,Misr Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-09-19,0,7239,30.058005,31.196623
2781,Mira Pharmacy - Montaza,,Giza,Mohandessin,8,23,4,2025-07-03,0,3231,30.060424,31.194532
2782,Metro Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-10-21,0,5367,30.054977,31.201083
2783,Omega Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2024-10-01,0,2497,30.060895,31.201504
2784,Family Pharmacy,,Giza,Mohandessin,9,23,4,2025-08-16,0,7900,30.055972,31.199229
2785,Misr Pharmacy,,Giza,Mohandessin,9,2,4,2025-04-24,0,3648,30.062259,31.195186
2786,Ebn Sina Pharmacy - Imbaba,,Giza,Mohandessin,10,1,4,2024-10-31,0,4472,30.052356,31.197934
2787,Seha First Pharmacy,,Giza,Mohandessin,8,23,4,2024-10-15,0,6375,30.060653,31.204351
2788,Ebn Sina Pharmacy - Nozha,,Giza,Mohandessin,8,1,4,2025-06-07,0,1804,30.057805,31.1919
2789,Mira Pharmacy,,Giza,Mohandessin,8,1,4,2025-06-20,0,4672,30.061923,31.202002
2790,Al Amal Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-01-29,0,1808,30.060071,31.189489
2791,Family Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-24,0,5482,30.049153,31.20334
2792,Salamtek Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2024-11-26,0,3954,30.064071,31.198388
2793,Life Line Pharmacy,,Giza,Mohandessin,10,23,4,2025-06-29,1,2161,30.055148,31.194315
2794,Ebn Sina Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-23,1,5931,30.06142,31.206584
2795,El Shifa Pharmacy - Dokki,,Giza,Mohandessin,9,2,4,2024-12-21,1,1093,30.054093,31.196273
2796,Sunrise Pharmacy,,Giza,Mohandessin,9,23,4,2024-12-17,0,6794,30.051399,31.200834
2797,Salamtek Pharmacy,,Giza,Mohandessin,8,23,4,2025-08-31,0,5580,30.064587,31.193552
2798,Star Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2024-12-05,0,2977,30.058379,31.18951
2799,Life Line Pharmacy - Faisal,,Giza,Mohandessin,10,23,4,2025-07-07,0,3594,30.054684,31.203328
2800,El Baraka PH. 2nd,,Alexandria,Smouha,9,1,1,2025-11-07,0,3959,31.205578,29.92858
2801,El Nasr PH.,,Giza,Faisal,8,1,3,2025-11-02,0,7592,30.008284,31.181317
2802,Nile Care PH.,,Giza,Faisal,10,1,3,2026-03-28,0,9495,30.003918,31.165412
2803,El Tourath PH. - Smouha 2nd,,Alexandria,Smouha,9,23,1,2025-04-17,0,2945,31.201425,29.928007
2804,Green Leaf PH. - Imbaba,,Giza,Faisal,9,1,3,2025-02-05,0,5691,30.002095,31.156727
2805,Misr PH.,,Giza,Faisal,9,23,3,2025-09-25,0,9420,29.998681,31.176659
2806,El Shifa PH. 2nd,,Alexandria,Smouha,9,23,1,2025-08-16,0,4502,31.218969,29.944401
2807,Hope PH.,,Giza,Mohandessin,8,23,4,2025-07-06,0,7948,30.060486,31.199937
2808,Better Life PH. - Haram 2nd,,Giza,Mohandessin,9,23,4,2025-11-15,0,8194,30.049069,31.198617
2809,Star Care PH. - Square 2nd,,Cairo,Nasr City,9,23,2,2026-01-03,0,7942,30.063086,31.343185
2810,Alpha Pharma - Nasr,,Cairo,Nasr City,9,23,2,2025-07-14,0,2157,30.049829,31.336134
2811,El Shifa PH. - Mohandessin,,Giza,Mohandessin,10,1,4,2025-09-03,0,4981,30.061711,31.202718
2812,Dr Medhat PH. - Faisal 2nd,,Alexandria,Smouha,9,1,1,2025-05-28,0,1406,31.208126,29.946217
2813,Elite PH.,,Giza,Faisal,9,2,3,2025-04-27,0,7020,30.00524,31.171169
2814,Care 24 Seven - Maadi 2nd,,Cairo,Nasr City,8,1,2,2025-10-27,0,9024,30.058113,31.336834
2815,El Tourath PH. 2nd,,Giza,Faisal,9,23,3,2025-02-18,0,6344,30.012439,31.175106
2816,Elite PH. - Nasr 2nd,,Cairo,Nasr City,9,23,2,2025-05-16,0,2497,30.045711,31.333837
2817,Dr Medhat PH. - Nasr 2nd,,Cairo,Nasr City,9,23,2,2025-04-11,0,4401,30.052328,31.372906
2818,Hope PH. - Mohandessin,,Giza,Mohandessin,8,23,4,2025-07-01,0,6326,30.055002,31.199165
2819,Mira PH. 2nd,,Giza,Faisal,9,23,3,2025-06-18,0,2425,30.012953,31.173644
2820,Angel PH. - Mohandessin,,Giza,Mohandessin,8,1,4,2025-10-06,0,7722,30.058574,31.192022
2821,Alpha Pharma,,Giza,Mohandessin,9,23,4,2025-11-05,0,7487,30.057804,31.187555
2822,Al Nozha PH. - Smouha,,Alexandria,Smouha,10,2,1,2024-12-29,0,6707,31.218056,29.941406
2823,Blue Wave PH. - Dokki 2nd,,Giza,Mohandessin,9,23,4,2025-07-28,0,6774,30.06332,31.200474
2824,Misr PH. - Nasr,,Cairo,Nasr City,9,23,2,2025-02-26,0,9330,30.048798,31.369116
2825,Star Care PH. - Mohandessin,,Giza,Mohandessin,8,23,4,2025-04-05,0,7267,30.058726,31.196064
