invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
327514,El-al amal mohandessin Mall,713,27062026,13:18:42,,,,1491.69,260.22,1231.47,5,
327516,PY/Ebn Sina,779,19062026,12:58:15,Mohandessin 66 Geish st. square,,,4514.53,977.48,3537.05,7,
327518,Ph/Health aGte Smouha,711,17062026,14:42:02,,,,2578.72,400.03,2178.69,5,
327520,EL TORATH FAISAL (2),733,27062026,14:33:40,8 police st. mohandessin,,,8260.22,1112.05,7148.17,12,
327521,EL el tourath faisal Branch 2,737,01062026,11:32:11,,,,2720.15,615.71,2104.44,3,
327524,GOLDEN CARE MOHANDESSI N011,737,27062026,11:06:03,"108 Gamet Dewal st., near metro, Mohanedssin",,,1219.51,255.25,964.26,2,CLSD
327525,PY/union pharm,742,16062026,13:54:35,,Alexandria,Smouha,3309.03,573.49,2735.54,4,
327526,el El Faraby Mohandessin Station St.,771,13062026,14:37:57,"68 Horreya st., near bridge, MOHANDESSIN",,,3366.08,504.38,2861.70,6,
327527,El Faraby Mohandessin Branch 1,701,13062026,12:04:03,45 school mohandessin,Giza,Mohandessin,3570.27,420.83,3149.44,10,CLSD
327528,El-MIRA BANHA Mall173,780,11-Jun-2026,18:37:52,"98 Port Said st., near market, Mohandessin",,,1328.89,227.15,1101.74,3,CLSD
327529,Bettter Life Station St.,758,01062026,09:32:35,Mohandessin 66 9th District st. square,,,4606.71,698.18,3908.53,10,
327530,al nozha,726,05062026,10:19:20,,,,3382.34,649.89,2732.45,4,CLSD
327532,Ph/angel Station St.743,726,02062026,09:08:29,"39 Faisal st., near school, mohandessin",,,3751.05,884.35,2866.70,9,
327533,Ph/angel Station St.743,769,23062026,11:58:40,92 bridge mohandessin,,,4031.69,716.99,3314.70,5,CLSD
327534,health gate mohandessin Mall105,734,04062026,16:04:07,,,,9513.12,1647.27,7865.85,13,CLSD
327535,el Health GGate Mohandessin 6th Zone79,725,07062026,11:02:36,,,,2095.60,424.12,1671.48,4,
327537,Ph/Metro Mohandessin 04,775,02062026,14:02:24,Mhandessin 171 Tahrir st. park,,,4103.49,1052.60,3050.89,5,
327538,Ph/Metro Mohandessin 04,781,04062026,12:50:11,,,,278.04,48.70,229.34,3,
327541,el life line,746,18062026,16:01:12,"46 Nasr st., near school, Mohandessin",Cairo,Nasr City,3873.41,477.18,3396.23,4,CLSD
327542,Mira Mohandessin Station St.,739,10062026,15:34:49,"216 Faisal st., near bridge, Mohandessin",,,1584.65,340.60,1244.05,4,
327543,hope 011,714,21062026,13:28:44,"238 Tahrir st., near park, mohandessin",,,5233.37,448.24,4785.13,12,CLSD
327544,HOPE Station St.,719,24062026,13:39:58,,,,8672.60,2141.25,6531.35,7,
327545,EL Hope BBranch 1714,778,15062026,08:04:31,"9 Nasr st., near park, Mohaandessin",,,8741.66,1797.87,6943.79,8,
327546,HOPE Station St.,768,18-Jun-2026,16:36:39,"206 Horreya st., near police st., Mohandeessin",,,10820.10,2250.11,8569.99,9,
327547,HOPE Station St.,763,01062026,09:48:18,,,,7664.64,1597.69,6066.95,10,CLSD
327549,alpha  pharma,752,27062026,14:35:43,156 square Mohadnessin,,,1481.86,333.71,1148.15,3,
327551,Nile Care 011,734,28062026,14:38:43,Nasr 151 - Moandessin,,,6626.04,965.40,5660.64,8,
327552,PH/NILE CARE WH-257,704,27062026,11:11:36,183 gas station Mohandessin,,,3531.29,117.91,3413.38,5,CLSD
327553,Ph/El Faraby Mohandessin 04,760,20062026,17:58:26,Geish 6 - Mohandessin,,,1953.85,369.69,1584.16,3,CLSD
327554,Ph/NILE CARE MAADI Branch 2,776,28062026,13:24:24,57 park Mohandessin,,,3732.49,716.95,3015.54,6,CLSD
327555,Dr Medhat (2),743,13062026,16:36:01,,,,5970.18,746.90,5223.28,8,
327556,EL DR WH-261,715,15062026,10:16:32,"35 Zayed st., near gas station, Moohandessin",Cairo,Nasr City,2749.83,359.66,2390.17,7,CLSD
327558,EL rd medhat Main Road,742,09062026,12:24:22,,Giza,Faisal,1092.62,207.36,885.26,5,
327559,El-Al Amal 01192,700,06062026,16:51:34,,,,1194.24,124.91,1069.33,3,
327561,PH Metro Faisal,718,03062026,11:52:31,,,,1523.26,175.12,1348.14,5,CLSD
327562,El-Metro Faisal Mlal,759,14062026,15:18:25,201 gas station MOHANDESSIN,,,2085.59,351.87,1733.72,5,
327563,Sunrise Obour Staation St.,743,27062026,11:33:03,mohandessin 8 Corniche st. park,Giza,Mohandessin,2824.40,253.41,2570.99,6,
327564,PH sunrise obour Station St.,772,22062026,09:44:08,Corniche 189 - Mohandessin,,,4818.31,562.84,4255.47,7,CLSD
327565,el UNION PHARM 6th Zone,761,13062026,09:14:50,,,,10942.63,1875.19,9067.44,14,CLSD
327566,PH Unio nPharm,771,08-Jun-2026,10:32:08,,,,3902.17,455.37,3446.80,11,
327567,el El Nasr 6th Zone,715,23062026,11:48:17,,,,3543.15,416.80,3126.35,10,
327569,EL reen Leaf Mohandessin Station St.,725,01062026,13:31:37,Moahndessin 16 Port Said st. gas station,Giza,Mohandessin,4151.90,919.06,3232.84,5,
327570,el baraka Station St.619,755,23062026,08:55:16,MOHANDESSIN 87 Sudan st. metro,Giza,Mohandessin,4079.80,580.29,3499.51,10,
327571,mira br.2,767,03062026,10:06:38,Haram 21 - Mohandesin,,,3892.02,420.38,3471.64,13,
327572,Mira br.2,764,06062026,11:14:50,"167 Port Said st., near school, Mohandessin",,,4525.76,990.41,3535.35,9,
327573,omega smouha,780,04-Jun-2026,15:07:43,,,,6305.14,897.61,5407.53,12,
327574,OMEGA SMOUAH (2),717,07062026,11:44:42,Moandessin 238 Gamet Dewal st. hospital,,,6279.54,783.33,5496.21,13,
327576,Omega Smouha br.2,776,02062026,08:34:47,Nile 142 - Mohanedssin,,,3897.99,627.84,3270.15,4,CLSD
327577,Ph/El Tourath Mohandessin-A,713,05062026,16:13:49,,,,2153.90,288.03,1865.87,5,
327578,Ph/El Tourath Mohanedssin-A,705,24-Jun-2026,08:31:27,mohandessin 71 Faisal st. school,Giza,Mohandessin,9759.46,1118.61,8640.85,10,
327579,Hope Mohandessin Mani Road,767,21062026,11:27:59,9th District 211 - MOHANDESSIN,,,4807.51,524.00,4283.51,13,
327580,El-city care Branch 1,742,16062026,12:22:13,204 school Mohadnessin,,,5778.74,1123.38,4655.36,7,CLSD
327581,city care-A,759,09062026,17:06:43,,,,2182.36,366.59,1815.77,5,
327582,EL Pharma Plus br.2,705,28062026,14:18:27,,,,4912.64,339.50,4573.14,9,CLSD
327583,CARE 24 SEVEN OBOUR Main Road,730,01062026,08:36:43,"131 Abbas st., near square, Mohandessin",,,2261.79,427.86,1833.93,9,CLSD
327586,EL ccare 24 seven,765,20-Jun-2026,09:01:05,Zayed 2 - Mohandessin,Cairo,Nasr City,6060.32,1807.13,4253.19,8,
327587,EL care 24 seven,732,24-Jun-2026,13:27:31,,,,7882.37,1545.14,6337.23,9,
327588,El-CARE 24 SEVEN br.2,727,14062026,08:38:19,Zayed 97 - mohandessin,,,4072.80,872.87,3199.93,5,CLSD
327590,PH Hope 6th Zone,763,02062026,14:55:23,,,,2757.47,640.08,2117.39,6,CLSD
327591,Misr Mohandessin 04,722,09062026,08:04:09,"214 Gamet Dewal st., near mosque, Moahndessin",,,6315.07,621.78,5693.29,10,CLSD
327592,Misr Mohandessin 04,700,03062026,11:57:47,Mohandessin 196 Industrial Zone st. school,,,12702.08,1659.83,11042.25,14,
327593,el Misr Mohandessin Mall,773,18062026,10:22:48,,,,1236.86,142.60,1094.26,5,
327594,Ph/Mis Mohandessin Branch 2,744,17062026,12:51:36,,,,636.65,74.04,562.61,2,CLSD
327595,P/alpha pharma banha Branch 1847,738,23062026,12:17:19,"25 Port Said st., near mosque, mohandessin",,,3597.67,810.13,2787.54,10,CLSD
327597,El-el tourath-A,705,17062026,09:36:44,,,,12048.39,1070.28,10978.11,14,
327598,el tourtah Mall,705,11062026,11:27:32,mohandessin 36 Tahrir st. police st.,,,3688.08,311.05,3377.03,4,CLSD
327599,Ph/Salamtek Sattion St.,712,23062026,17:55:02,,,,347.56,55.81,291.75,2,CLSD
327601,Ph/ASLAMTEK 011,775,11062026,15:08:13,,,,2630.49,582.62,2047.87,6,
327602,Ph/Salamtek Sattion St.,706,06062026,11:13:03,63 metro Mohandessin,,,6464.13,1305.72,5158.41,9,CLSD
327604,el Al Amal Mohandessin 011,766,13062026,12:45:07,,,,2835.91,751.13,2084.78,7,
327605,El-Staar Care Main Road,752,04062026,14:33:17,"102 Tahrir st., near police st., Moahndessin",,,8178.30,1803.10,6375.20,14,CLSD
327606,Star Care Mall,780,14062026,12:44:39,,,,1328.75,210.08,1118.67,5,CLSD
327607,star caree 04,730,02062026,12:08:31,Mohandessin 222 9th District st. hospital,,,2288.71,484.97,1803.74,5,
327608,Ph/Star Care,702,11062026,10:02:32,33 gas station Mohaandessin,,,7566.78,1219.97,6346.81,6,
327609,nile caare oct city,764,28062026,09:09:06,"181 Mustafa Nahhas st., near school, Mohandesin",,,6772.85,1445.46,5327.39,5,
327610,Ph/Nile Care Oct ity,753,04062026,10:18:10,,,,975.48,220.64,754.84,2,CLSD
327611,EL nile care oct city-A,709,03062026,14:22:05,,,,4730.92,1144.40,3586.52,6,
327613,PY/Metro Mall,701,08062026,09:26:55,,,,3862.73,462.77,3399.96,4,CLSD
327614,PY/Sunrise Mohandessin 04,771,11062026,15:27:23,,,,8092.82,1044.31,7048.51,15,CLSD
327615,El-Hope Imbaba Main Road,774,20062026,10:21:13,,,,1720.85,226.72,1494.13,4,CLSD
327618,EL El Nasr Shubra 6h Zone,710,22062026,14:57:39,,,,2214.96,622.90,1592.06,2,
327619,PY/EL NASR SHUBRA-A359,750,27062026,15:47:47,160 market Mohandesisn,,,6457.80,711.43,5746.37,6,CLSD
327620,Life Line 04,732,05062026,19:18:28,,,,11002.37,2753.33,8249.04,14,
327621,PY/LIIFE LINE 011,740,25062026,15:58:18,Salah Salem 170 - Mohanddessin,,,1142.48,247.67,894.81,2,
327622,Better Life Mohandesssin Mall,782,06062026,10:02:44,Industrial Zone 79 - Mohandessin,,,3231.27,594.22,2637.05,3,CLSD
327623,Better LifeMohandessin 04,753,19062026,13:26:27,,Giza,Mohandessin,1377.88,322.94,1054.94,4,
327624,el SILVR CARE AGAMI (2),761,05062026,08:39:23,192 school Mohandessin,,,7881.68,1284.43,6597.25,10,
327625,El-silver care agami Branc h1,739,14062026,14:14:15,,,,7231.94,1368.61,5863.33,8,
327626,Misr Mohandessin Mall,711,26062026,14:40:18,,,,3050.18,442.98,2607.20,8,CLSD
327628,Ph/MISR MOHANDESSIN 6th Zone,770,19062026,13:25:05,,,,2656.14,359.26,2296.88,6,CLSD
327631,PY/Blue Wave Helwan 011258,724,08062026,09:09:01,,,,1785.76,163.30,1622.46,3,CLSD
327632,Star Care Mohandessin (2),770,24062026,15:38:53,"115 Mustafa Nahhas st., near market, Mohanddessin",,,536.80,79.61,457.19,2,CLSD
327633,Ph/Nile Care Mohandssin-A,724,13062026,16:02:48,"57 Autostrad st., near gas station, Mohandessin",,,7037.88,822.86,6215.02,6,CLSD
327634,El Zahraa Montaza Branch 2,762,28062026,14:42:13,Mohandesssin 118 Geish st. market,,,3776.65,656.32,3120.33,4,
327636,El-STAR CARE MOHANDESSIIN 6th Zone,750,16062026,11:22:48,Geish 12 - Mohandessin,Giza,Mohandessin,4509.05,563.10,3945.95,5,CLSD
327637,PY/star care mohandessin 04,768,11062026,09:31:02,9th District 14 - Mohaandessin,Cairo,Nasr City,3201.79,626.77,2575.02,3,CLSD
327638,star care mohandessin 04,770,22062026,17:40:02,63 metro Mohandessin,,,2280.86,375.75,1905.11,4,
327639,EL SUNRISE MAADI 6th Zone,721,09-Jun-2026,10:09:34,133 square Mohandessin,Giza,Mohandessin,6363.12,798.90,5512.62,12,
327640,SUNRISE MAADI WH-345,747,24062026,14:56:07,146 hospital Mohandessin,,,12577.16,1354.48,11222.68,12,CLSD
327641,sunrise maadi-A,751,17062026,11:43:13,mohandessin 235 Horreya st. metro,,,9933.08,2522.30,7410.78,9,
327642,EL SUNRISE MADI 6th Zone,719,22062026,13:27:20,,Giza,Mohandessin,2954.40,698.15,2256.25,13,
327643,EL SUNRISE MAADI 6th Zone,758,12062026,11:15:21,"154 Tahrir st., near school, Mohandessin",,,2394.54,377.54,2017.00,2,
327644,EL care 24 seven mohandessin 04,749,16-Jun-2026,15:00:57,Mohandessin 195 Faisal st. mosque,,,3461.26,366.58,3094.68,4,
327645,CARE 24 SEVEN MOHANDESSIN Branch 1,735,28-Jun-2026,10:41:02,,,,12206.75,1408.57,10798.18,10,CLSD
327646,Goldn Care Smouha,752,06062026,10:03:41,"62 Corniche st., near park, Mohanddessin",,,8577.24,1878.58,6698.66,13,CLSD
327647,PY/Green Leaf Helwan 6th Zone,714,11-Jun-2026,08:45:32,,,,3585.95,421.42,3164.53,6,CLSD
327648,PH/AL AMAL WH-353,714,18-Jun-2026,08:56:26,Zayed 99 - Mohandessin,,,1950.40,122.23,1828.17,6,CLSD
327649,PY/dr medhat oct city (2),756,11062026,14:29:44,,,,1444.17,242.94,1201.23,4,CLSD
327650,Ph/el tourath (2),737,04062026,17:05:31,,,,7254.85,1762.88,5491.97,7,CLSD
327651,El-life line rehab view 04,739,18-Jun-2026,12:59:17,Faisal 18 - Mohandessin,Giza,Faisal,4749.93,1121.89,3628.04,10,CLSD
327652,PH liife line rehab view 04,739,26062026,10:03:10,mohandessin 87 Industrial Zone st. school,,,3474.97,726.98,2747.99,4,
327653,EL Life Line Rehab View 011,713,19062026,17:50:24,,,,628.06,103.57,524.49,2,
327654,El-ANGEL MMOHANDESSIN,734,03062026,11:15:25,,,,4699.82,798.69,3901.13,8,
327656,EL Pharma Plus Braanch 1,705,07062026,09:23:21,Mustafa Nahhas 150 - Mohndessin,,,2500.26,199.40,2300.86,8,
327657,salamtek haram 6th Zone,734,08062026,13:02:26,Zayed 60 - Mohandeessin,Giza,Mohandessin,1999.20,144.45,1854.75,2,
327658,EL salamtek haram Main Road948,750,28062026,14:06:46,,,,5465.98,712.10,4753.88,10,CLSD
327659,PH ISR NOZHA,777,02062026,11:27:20,,,,3794.03,655.41,3138.62,5,
327660,Ph/AL NOZHA MONTAZA,750,09062026,11:24:19,,,,2217.55,285.05,1932.50,8,CLSD
327662,PH/ELITE SHUBRA WH-367,752,25062026,11:31:55,Nasr 217 - Mohaandessin,,,2626.29,631.26,1995.03,6,CLSD
327664,el OMEGA SMOUHA Mall,745,14062026,17:05:39,188 park Moohandessin,,,1312.05,153.80,1158.25,5,CLSD
327665,El-golden care mohandessin br.2,768,01062026,12:44:24,,,,4475.85,772.26,3703.59,6,
327666,Ph/golden care banha 011,707,19062026,09:21:59,,,,846.48,116.03,730.45,2,CLSD
327668,PH Elite 04,708,04062026,09:04:14,Mohadnessin 122 Autostrad st. park,,,859.57,236.48,623.09,3,CLSD
327669,El-Elite (2),764,05062026,19:05:55,"143 Port Said st., near police st., Mohandsesin",Cairo,Nasr City,1127.69,246.24,881.45,4,CLSD
327670,Ph/Misr Maadi Station St.,766,11062026,08:51:20,"136 Mustafa Nahhas st., near school, Mohandessin",,,4082.24,963.98,3118.26,9,CLSD
327671,Care 24 Seven Maadi,709,20062026,12:42:29,6 school Mohandessin,,,4417.75,1107.68,3310.07,10,
327673,PY/green leaf 011405,738,11062026,14:42:27,,,,3520.15,813.97,2706.18,5,CLSD
327678,El-Health Gate Braanch 1956,778,21062026,13:10:07,,,,2427.74,341.75,2085.99,6,
327682,El-angel 101,704,11062026,08:09:15,68 gas station Mohandessin,,,2355.29,106.38,2248.91,6,
327683,El-angel 0011,718,20062026,14:47:02,Salah Salem 65 - Mohandessin,,,2836.56,251.52,2585.04,3,CLSD
327684,El-angel 0011,733,06-Jun-2026,10:14:00,,,,1218.50,208.53,1009.97,3,CLSD
327685,PH SALAMTEK MOHANDESSIN 6th Zone433,728,03062026,17:50:05,Zayed 169 - mohandessin,,,2481.65,261.62,2220.03,6,CLSD
327689,SUNISE br.2,753,22062026,17:19:48,Nasr 7 - mohandessin,,,2344.20,562.46,1781.74,4,
327690,E-lSunrise Station St.,723,12062026,09:59:08,"152 Autostrad st., near market, Mohandessin",,,3740.24,465.14,3275.10,3,CLSD
327691,SUNISE br.2,750,09062026,08:45:57,,,,5763.94,745.54,5018.40,6,
327692,GOLDEN CARE 011,756,16062026,09:07:11,"15 Nile st., near police st., Mohandessin",,,7523.13,1689.94,5833.19,11,
327693,EL Seha First (2)852,711,16062026,08:58:21,mohandessin 155 Haram st. hospital,,,2927.17,507.90,2419.27,4,CLSD
327696,Better Life Mohandessin 04,730,23062026,11:35:38,Mohandessin 134 Salah Salem st. mosque,,,5738.40,1284.29,4454.11,11,
327697,metro Branch 2,754,14-Jun-2026,11:18:22,"202 Abbas st., near school, Mohanessin",Cairo,Nasr City,8719.85,1158.08,7561.77,13,
327698,EL hope Branch 2,727,04062026,12:32:22,Abbas 189 - mohandessin,,,1969.08,496.89,1472.19,4,
327699,Ph/uSnrise Faisal br.2,744,04062026,11:50:12,Tahrir 236 - Mohandeessin,,,2877.59,169.41,2708.18,4,CLSD
327700,Sunrise Faisal,714,07062026,16:41:00,,Giza,Mohandessin,4896.48,524.97,4371.51,6,CLSD
327701,Ph/AL AMMAL,767,22062026,13:26:15,Mohandessin 207 Abbas st. market,,,4867.27,670.47,4196.80,11,CLSD
327702,el El Zahra Helwn Mall210,778,12062026,11:55:25,Mohandessin 58 Port Said st. metro,,,7679.07,1322.42,6356.65,12,
327703,EL Seeha First,743,11-Jun-2026,15:01:22,Mohandessin 164 Industrial Zone st. market,,,5612.36,423.79,5188.57,6,CLSD
327704,PH Better Life Mohadnessin,719,27062026,12:52:48,Autostrad 162 - Mohandesin,,,2715.78,510.30,2205.48,4,CLSD
327706,Nile Cae Mohandessin,746,24062026,10:16:44,,Giza,Mohandessin,8502.60,1226.78,7275.82,14,CLSD
327707,PH Nile Care oMhandessin (2),743,18-Jun-2026,08:30:13,,,,1427.46,140.41,1287.05,5,CLSD
327709,PY/nile care mohandessin 011,728,07062026,15:00:54,,,,7310.35,809.08,6501.27,8,CLSD
327710,P HNile Care oMhandessin (2),777,02062026,13:57:21,Industrial Zone 80 - MOHANDESSIN,,,4055.38,730.20,3325.18,9,CLSD
327712,Ph/Union Pharm Banha 6th Zone,716,15062026,13:53:52,,,,4152.41,366.05,3786.36,9,CLSD
327713,EL STAR CARE MOHANDESSIN br.2654,700,14062026,11:18:39,,,,888.48,116.47,772.01,2,
327714,Ph/star crae mohandessin,773,23062026,18:12:13,Corniche 119 - mohandessin,,,3762.31,571.56,3190.75,7,
327715,el Star Care Mohandessin-A,707,15062026,10:02:46,195 bridge Mohandeessin,,,4753.53,446.54,4306.99,9,
327716,Star Care Mohandessin,712,15062026,12:15:28,"233 Gamet Dewal st., near metro, Mohandssin",,,6380.51,902.93,5477.58,11,CLSD
327717,pharma plus mohandessin,777,07062026,09:09:14,105 school Mohandessin,,,7527.22,1137.40,6389.82,7,CLSD
327718,EL pharma plus mmohandeessin Branch 1,734,13062026,14:47:34,"173 Abbas st., near metro, Mohandessin",,,4025.24,503.13,3522.11,7,CLSD
327719,el El Zahraa974,730,27-Jun-2026,14:32:22,,,,4630.41,807.43,3822.98,4,
327721,PH El Tourath Hara0 11,775,16062026,10:57:05,,,,4119.40,1082.16,3037.24,7,CLSD
327722,PY/SALAMTEK b.2,737,06062026,14:10:36,116 school Mohandessin,,,7532.53,1670.45,5862.08,8,CLSD
327724,PY/METRRO MONTAZA,746,26062026,20:17:37,82 school Mohadnessin,,,10629.74,1182.79,9446.95,13,
327725,Nile Care Mohanndessin-A,728,11062026,10:10:19,Abbas 22 - Mohandessin,,,4814.33,618.96,4195.37,15,
327727,Ph/Heath Gate,759,16062026,08:28:53,,,,6763.93,1027.49,5736.44,7,CLSD
327729,PY/Omega (2)659,710,08062026,09:06:20,,,,8030.33,2000.06,6030.27,9,CLSD
327733,el El Baraka Rehab View Branch 1,718,19062026,10:26:07,,,,3549.74,419.20,3130.54,7,CLSD
327735,PY/FAMILY REHAB VIEW,751,15062026,14:41:55,,,,3057.23,773.08,2284.15,10,
327736,el MERO HARAM,772,25-Jun-2026,09:31:35,"103 Port Said st., near hospital, MOHANDESSIN",,,1775.61,286.50,1489.11,4,
327739,PH Mira Mohandessin,710,19062026,17:06:17,,,,5053.14,1237.02,3816.12,10,
327740,Elite Shubra Station St.,717,05062026,12:15:00,Mohanedssin 55 Industrial Zone st. bridge,,,3376.32,400.76,2975.56,4,CLSD
327741,PY/elite shubra0 4,734,01062026,12:49:13,Mohandessin 6 Corniche st. square,,,3313.62,384.46,2929.16,3,CLSD
327742,PY/elite shubra0 4,754,02062026,08:12:44,Horreya 96 - Mohandessin,,,2196.46,211.29,1985.17,7,CLSD
327743,El-nile care Main Road678,744,24062026,17:12:58,Zayed 161 - Mohandessin,,,7756.00,608.26,7147.74,7,
327744,PH Alpha Pharma Mohandessin 6th Zone,766,22062026,11:42:14,Faisal 219 - Mohandessin,,,7819.16,1922.05,5897.11,10,CLSD
327745,Mira Mohanddessin 04,730,22062026,14:18:30,MOHANDESSIN 121 Autostrad st. hospital,,,6424.60,1432.64,4991.96,14,
327746,EL MIRA MOHANDESSIN br.2,709,13062026,12:58:55,,Cairo,Nasr City,5533.86,1377.02,4156.84,10,CLSD
327748,El Nasr Zayed Station St.,769,27-Jun-2026,13:41:58,,Giza,Mohandessin,4035.78,743.10,3292.68,8,
327750,el el nasr zayed-A762,763,08062026,13:55:11,"112 Abbas st., near school, Mohandessin",,,1533.73,341.72,1192.01,5,
327751,Ph/sunrise mohandessin Main Road,701,15062026,12:54:24,,,,5328.84,788.63,4540.21,8,CLSD
327753,El-El Shifa Mohandessin 6th Zone532,729,24062026,14:20:02,,,,1181.23,146.41,1034.82,5,
327755,star care helwan178,774,01062026,08:54:44,,,,2031.15,265.57,1765.58,4,
327756,STAR CARE HELWAN,707,11-Jun-2026,08:34:02,Corniche 199 - mohandessin,,,3198.88,488.94,2709.94,5,
327758,PY/Star Care Helwan Branchh 2,755,22062026,11:46:14,Mohandessin 176 Abbas st. bridge,,,2067.75,226.72,1841.03,5,
327759,PH ANGEL MONTAZA-A,771,10062026,13:02:46,"175 Mustafa Nahhas st., near mosque, Mohandesssin",Giza,Mohandessin,6908.24,973.37,5934.87,10,
327762,Al Amal Banha,738,04062026,15:45:00,,,,2512.84,570.33,1942.51,2,CLSD
327763,PY/ebn sina Branch 2,763,04062026,16:03:25,,,,11034.60,2526.33,8508.27,12,CLSD
327764,Ebn Sina br.2,725,04062026,10:50:01,Salah Salem 175 - Mohandessin,,,3017.70,810.29,2207.41,2,
327765,el BETTER LIFE 011,754,07062026,15:01:59,,,,2050.29,302.21,1748.08,4,
327766,Bette rLife 011,704,23062026,11:00:27,Haram 200 - Moahndessin,Giza,Mohandessin,4819.18,525.49,4293.69,6,CLSD
327767,EL Better Life 6th Zone,747,18062026,15:10:13,mohandessin 150 Sudan st. park,,,3868.68,572.13,3296.55,6,CLSD
327768,PH Better Life Mall,778,11062026,14:30:26,,,,343.06,29.25,313.81,2,
327769,El-Elitte 6th Zone,780,18062026,10:00:44,Gamet Dewal 142 - Mohandessin,Giza,Mohandessin,3510.16,521.96,2988.20,8,CLSD
327773,PH al nozha524,745,28-Jun-2026,11:23:18,,,,3280.11,490.16,2789.95,5,
327775,EL Health ate br.2,704,03062026,11:57:37,,,,4488.28,241.84,4246.44,8,
327776,EL union pharm marg Branch 1,767,28-Jun-2026,16:10:06,mohandessin 209 Faisal st. market,,,2375.60,326.25,2049.35,7,
327778,HEALT GATE Main Road,707,24-Jun-2026,13:27:45,,,,3160.98,492.04,2668.94,9,
327780,P Hsunrise313,728,16062026,14:45:55,159 bridge Mohandeessin,Cairo,Nasr City,4577.05,531.67,4045.38,7,
327781,el SUNRISE 01157,767,01062026,13:18:45,Mohandessin 217 Zayed st. police st.,,,5220.71,571.90,4648.81,5,
327782,el Mira Faisal Branch 1,717,05062026,17:21:50,"76 Port Said st., near school, MOHANDESSIN",,,6871.29,802.22,6069.07,11,
327783,Mira Mall,782,27062026,11:42:38,mohandessin 46 Sudan st. square,,,6450.25,1131.47,5318.78,11,
327784,Stra Care Marg Station St.,718,18062026,13:28:25,,,,3129.32,394.83,2734.49,5,
327785,PH Union Pharm Mohandessin Station St.400,767,01062026,10:33:09,,,,4299.79,566.25,3733.54,7,CLSD
327786,Miira Oct City Mall995,772,02-Jun-2026,11:02:58,Mohandessin 112 Sudan st. mosque,,,667.68,102.13,565.55,3,CLSD
327787,El Hokama Main Road,780,09062026,15:25:36,186 gas station mohandessin,,,1767.28,333.93,1433.35,4,
327788,PH al amal 011,716,08062026,11:35:41,Haram 27 - MOHANDESSIN,,,856.62,73.97,782.65,4,CLSD
327789,El-Omega Mohandessin,712,15062026,13:12:36,,,,5409.31,849.24,4560.07,10,CLSD
327790,Ph/Angel Branch 2,720,08062026,08:25:28,"171 Nile st., near metro, Mohandssin",,,4130.41,1024.33,3106.08,8,
327791,Ph/Angel Brach 2,774,09062026,17:18:19,222 gas station mohandessin,Giza,Mohandessin,4570.81,579.99,3990.82,8,CLSD
327793,el GREEN LEAF Branch 2,753,24-Jun-2026,14:19:31,"148 Gamet Dewal st., near mosque, Mohanddessin",,,7281.29,1670.30,5610.99,8,CLSD
327795,METROO OBOUR Branch 2,715,26062026,15:43:24,,,,6459.87,429.41,6030.46,13,
327796,el OMMEGA SQUARRE 04,718,04062026,09:23:05,,,,1431.32,160.36,1270.96,2,CLSD
327797,El-misr mohandesssin-A,721,22062026,14:45:37,Mohandessin 183 Port Said st. bridge,,,2080.28,235.51,1844.77,4,
